Country Name,Country Code,Indicator,Indicator code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
China,CHN,Cereal yield (kg per hectare),AG.YLD.CREL.KG,4752.6,4800.3,4869.1,4871.1,5186.8,5224.6,5313.4,5320.6,5549.7,5449.6,5527.5,5710,5828.7,5897.7,5896.3,5985.2,6018.6,6110.8,6122,6265.1,6296.1
China,CHN,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,9.395372727,9.561808215,9.99643092,6.723971158,7.662550343,7.009096803,6.98224137,7.365303024,6.904613678,5.828862281,6.003011677,5.851215198,5.567151734,5.517874225,6.108219141,5.789638356,5.673465477,5.464051066,5.366939031,5.150128678,4.069620204
China,CHN,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,28.09580475,28.98091593,30.83065763,31.19860671,30.64982769,31.43826648,32.15536768,35.23178095,37.21608426,35.67375626,30.05294866,29.9904945,25.21731137,24.77966516,18.93983364,20.45126822,21.72153758,22.83291969,23.89444497,26.17395206,36.51316135
China,CHN,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,27216347000,28563000000,23289494553,26313181247,25689072425,55386636660,59706570665,75431809346,83207215920,1.17E+11,1.68E+11,2.15E+11,1.87E+11,2.62E+11,2.26E+11,2.76E+11,2.82E+11,3.06E+11,3.30E+11,3.13E+11,3.64E+11
China,CHN,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,1.61E+11,1.80E+11,2.10E+11,4.10E+11,5.54E+11,6.49E+11,7.83E+11,9.50E+11,1.15E+12,1.04E+12,1.43E+12,1.83E+12,1.94E+12,2.12E+12,2.24E+12,2.00E+12,1.94E+12,2.21E+12,2.56E+12,2.50E+12,2.38E+12
China,CHN,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,7.082871238,7.065919862,7.13298479,8.635514459,8.591681374,8.76381462,9.641746352,8.622958662,8.372803199,7.520470846,8.863374651,8.2651213,8.007763644,7.79895589,6.328325074,2.6252946,3.384936978,2.771277824,2.594966653,2.655132883,4.304230179
China,CHN,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,1.25E+11,1.41E+11,1.63E+11,3.55E+11,4.81E+11,5.65E+11,6.82E+11,8.20E+11,9.90E+11,8.84E+11,1.24E+12,1.58E+12,1.66E+12,1.79E+12,1.81E+12,1.57E+12,1.50E+12,1.74E+12,2.04E+12,1.99E+12,2.00E+12
China,CHN,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,36268639000,39457000000,46762744321,55546608068,72880614892,83970681426,1.01E+11,1.30E+11,1.59E+11,1.59E+11,1.93E+11,2.48E+11,2.81E+11,3.31E+11,4.33E+11,4.36E+11,4.42E+11,4.72E+11,5.26E+11,5.06E+11,3.81E+11
China,CHN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,1280970000,1938000000,3114004041,3548126752,4496604796,5321253863,6634081020,8192067402,10319466356,11065271082,13039546459,14706108691,17748983437,21033078371,22613800782,22022366055,23979580208,28746479819,35782953953,34370466478,37870654560
China,CHN,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,1.88E+11,2.09E+11,2.34E+11,4.36E+11,5.79E+11,7.04E+11,8.43E+11,1.03E+12,1.23E+12,1.16E+12,1.60E+12,2.04E+12,2.13E+12,2.38E+12,2.47E+12,2.28E+12,2.22E+12,2.52E+12,2.89E+12,2.81E+12,2.74E+12
China,CHN,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,28.66419112,28.70213143,29.10843553,32.82438575,33.67666283,33.88521961,34.08334646,33.25579459,31.66351615,29.30657411,32.70745801,32.45779762,30.52309074,28.53043436,22.2133394,19.5859452,18.24941004,19.76067862,20.77214983,20.80168561,24.82352138
China,CHN,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,36.15713289,35.25103277,32.92792205,27.34149308,27.08182811,25.91269929,24.11953951,22.88946579,22.74759639,27.49919879,28.37621869,29.28658657,36.25183425,38.89094459,52.51850188,57.33749198,56.64411541,54.63512387,52.73843855,50.36922946,34.3590871
China,CHN,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,4612000000,9696000000,6284049719,8456083724,7972601714,13729566303,23932198468,17154799702,56742276630,43889985500,57953599366,48420641060,64963386524,72970879683,1.23E+11,1.74E+11,2.16E+11,1.38E+11,1.43E+11,1.37E+11,1.54E+11
China,CHN,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.376872846,0.715552633,0.421798783,0.502171572,0.401805038,0.592416932,0.857324433,0.47598596,1.215728844,0.845733375,0.935857767,0.631154503,0.748972766,0.748947441,1.153488891,1.545905018,1.889176028,1.103027847,1.010948152,0.940305142,1.025050433
China,CHN,"Secondary income, other sectors, payments (BoP, current US$)",BM.TRF.PRVT.CD,455685000,428000000,650786230.1,927798513.1,1241554264,,,,,,,,,,,,,40024026001,30166507874,15657363519,27563105493
China,CHN,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,754290000,936000000,1172943240,1597068954,1997994276,1817413690,2329992813,2493058145,2736390791,2051656434,1455455375,1618147148,1788058506,1714202599,4155302052,5718191073,6210890956,16253286877,16548078396,15135300288,18295889483
China,CHN,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,20518382000,17401000000,35421997980,43051582861,68940960689,1.32E+11,2.32E+11,3.53E+11,4.21E+11,2.43E+11,2.38E+11,1.36E+11,2.15E+11,1.48E+11,2.36E+11,2.93E+11,1.91E+11,1.89E+11,24130909184,1.03E+11,2.49E+11
China,CHN,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,1.676674117,1.284171964,2.377599843,2.556654091,3.474502596,5.71199843,8.305325735,9.799589535,9.010869963,4.687406381,3.840256734,1.773997246,2.483284224,1.521113209,2.211305864,2.597527949,1.670187096,1.504887237,0.170563392,0.706790487,1.659300958
China,CHN,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,8590464000,12493000000,43165873537,51227222380,81838473673,1.59E+11,2.39E+11,3.70E+11,4.42E+11,2.06E+11,1.90E+11,1.28E+11,1.33E+11,88331174650,1.69E+11,91522910323,-27594341284,-18021105216,-1.54E+11,-26598365003,89997010162
China,CHN,"Net primary income (BoP, current US$)",BN.GSR.FCTY.CD,-14666461000,-19175000000,-14945534754,-10218488499,-5131610465,-16113803103,-5143384936,8044362157,28580030495,-8532580532,-25899339086,-70317566924,-19886831334,-78442129020,13301214309,-52199118805,-54879790036,-16477514627,-61364553886,-39184456992,-1.18E+11
China,CHN,"Net trade in goods and services (BoP, current US$)",BN.GSR.GNFS.CD,28873534000,28084000000,37383087664,35821129066,51174382540,1.25E+11,2.09E+11,3.08E+11,3.49E+11,2.20E+11,2.23E+11,1.82E+11,2.32E+11,2.35E+11,2.21E+11,3.58E+11,2.56E+11,2.17E+11,87905148452,1.32E+11,3.59E+11
China,CHN,"Net trade in goods (BoP, current US$)",BN.GSR.MRCH.CD,-13565524000,-22568000000,-18020418975,33689172315,44895552673,1.30E+11,2.16E+11,3.03E+11,3.44E+11,2.35E+11,2.38E+11,2.29E+11,3.12E+11,3.59E+11,4.35E+11,5.76E+11,4.89E+11,4.76E+11,3.80E+11,3.93E+11,5.11E+11
China,CHN,"Net errors and omissions (BoP, current US$)",BN.KAC.EOMS.CD,-11927918000,-4908000000,7743875557,8223722028,12966858292,22921355460,3628056084,13289990161,18844373414,-41382828156,-52935988449,-13765747720,-87074363334,-62924787168,-66872672338,-2.02E+11,-2.19E+11,-2.07E+11,-1.77E+11,-1.29E+11,-1.59E+11
China,CHN,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-37483300000,-37357000000,-46789569179,-49444853744,-60144670468,-90379127564,-1.00E+11,-1.39E+11,-1.15E+11,-87167067370,-1.86E+11,-2.32E+11,-1.76E+11,-2.18E+11,-1.45E+11,-68098649765,41674876170,-27790987920,-92338473352,-50259822365,-99374807720
China,CHN,"Portfolio investment, net (BoP, current US$)",BN.KLT.PTXL.CD,3990732000,19405000000,10342485052,-11437115820,-19743601592,4709837172,68416515086,-16442973700,-34852395244,-27087363798,-24038442273,-19639146481,-47779274570,-52891117744,-82429447387,66470061883,52270616754,-29497793098,-1.07E+11,-57947645386,-95539019943
China,CHN,"Reserves and related items (BoP, current US$)",BN.RES.INCL.CD,10693133366,47446537125,75216902199,1.06E+11,1.90E+11,2.51E+11,2.85E+11,4.61E+11,4.80E+11,4.01E+11,4.72E+11,3.88E+11,96554784204,4.31E+11,1.18E+11,-3.43E+11,-4.44E+11,91526172979,18876836385,-19288061008,27983930224
China,CHN,"Net secondary income (BoP, current US$)",BN.TRF.CURR.CD,6311309000,8492000000,12984445070,17448942294,22898188613,23865499352,28067501500,37102286297,43155952495,31658747085,40685856981,24510589588,3433702055,-8733482704,1446116617,-12649328441,-9520262264,-11856259186,-2409685382,10250035688,8455463683
China,CHN,"Net capital account (BoP, current US$)",BN.TRF.KOGT.CD,,,,-48082509.16,-69345308.41,4101792454,4020114666,3099074940,3051447677,3939300398,4630451540,5446287975,4272276974,3052011938,-32747983.92,316093566.3,-344407427.2,-91496073.44,-568607666.6,-327297478.9,-75764996.64
China,CHN,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,326691333,280397200,353668613,375286397,435794330,371817246,396890996,532496849,657760456,508438056,423170000,525444156,448838665,407089137,289844601,259288478,210281203,190163861,223440733,175651113,192297072
China,CHN,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,536790000,513090000,564540000,788610000,878140000,857650000,973500000,948260000,969550000,929540000,959150000,834350000,678712228,557750311,552474062,476444639,478550477,504418030,515523257,562247264,572842278
China,CHN,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,1701397000,732000000,1188274444,1740585697,2188203138,2325415190,3695581718,5519303662,7821725694,7709972564,10476412987,13908433591,16246869227,17098439900,20172914776,24548939491,25432487660,26860401824,30023209195,34947506467,38983783527
China,CHN,"ICT service exports (% of service exports, BoP)",BX.GSR.CCIS.ZS,2.161665332,0.812349488,1.163079229,3.017734062,2.764298239,2.963492739,3.928503362,4.07871413,4.789390949,5.370052742,5.874440821,6.918000888,8.059938437,8.25988435,9.205460245,11.29211056,12.20346461,12.60675549,12.85422827,14.3016972,17.03216115
China,CHN,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,73.7424397,73.45548169,72.57123115,51.1526837,46.58582643,24.23278284,23.19339721,23.67496522,26.41874218,28.00834205,29.20908542,28.24246258,27.97843285,25.73835406,26.85676987,31.33519923,31.16565974,33.04842612,32.73471409,34.55826525,36.94930264
China,CHN,"Primary income receipts (BoP, current US$)",BX.GSR.FCTY.CD,12549886000,9388000000,8343959799,16094692748,20557461961,39272833557,54563185729,83476171503,1.12E+11,1.08E+11,1.42E+11,1.44E+11,1.67E+11,1.84E+11,2.39E+11,2.24E+11,2.27E+11,2.90E+11,2.68E+11,2.74E+11,2.46E+11
China,CHN,"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,1.90E+11,2.09E+11,2.48E+11,4.46E+11,6.05E+11,7.73E+11,9.92E+11,1.26E+12,1.50E+12,1.26E+12,1.66E+12,2.01E+12,2.18E+12,2.36E+12,2.46E+12,2.36E+12,2.20E+12,2.43E+12,2.65E+12,2.63E+12,2.74E+12
China,CHN,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,0.235816835,0.361784062,0.254441771,0.850951245,0.599710594,0.885255717,0.74452122,0.83815018,1.039379125,1.364769263,1.71472924,1.923471338,2.587220241,3.469104657,4.154892197,3.362803144,3.473052307,3.516582435,3.537328757,3.563287778,3.418725896
China,CHN,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,1.11E+11,1.18E+11,1.45E+11,3.88E+11,5.26E+11,6.95E+11,8.98E+11,1.12E+12,1.33E+12,1.12E+12,1.48E+12,1.81E+12,1.97E+12,2.15E+12,2.24E+12,2.14E+12,1.99E+12,2.22E+12,2.42E+12,2.39E+12,2.51E+12
China,CHN,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,78707697000,90109000000,1.02E+11,57678564819,79159444759,78468732509,94070982714,1.35E+11,1.63E+11,1.44E+11,1.78E+11,2.01E+11,2.02E+11,2.07E+11,2.19E+11,2.17E+11,2.08E+11,2.13E+11,2.34E+11,2.44E+11,2.29E+11
China,CHN,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,80348000,110000000,132822320.5,106978898.3,236359258.2,157401785.8,204503785.2,342634075,570536223.2,429452520,830483814,743301698,1044102041,886670295,676381923.7,1084600061,1161195655,4803034260,5561288668,6604705952,8582874882
China,CHN,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,2.03E+11,2.18E+11,2.56E+11,4.62E+11,6.25E+11,8.13E+11,1.05E+12,1.34E+12,1.61E+12,1.37E+12,1.80E+12,2.15E+12,2.34E+12,2.54E+12,2.70E+12,2.58E+12,2.42E+12,2.72E+12,2.92E+12,2.90E+12,2.98E+12
China,CHN,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,4.664045754,5.143770323,5.598921001,13.7077062,15.24453959,19.65945251,22.33981676,23.14801396,23.52379793,16.41594238,19.18286586,17.69232948,19.30400534,18.18579884,17.45123977,17.75276137,16.23153145,17.50241288,18.11207474,18.89560399,24.76767177
China,CHN,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,20.62187133,19.74497553,19.95277287,30.1775886,32.51538724,37.33461605,36.08870559,27.5148411,25.00894332,27.63393005,25.68929195,24.10580551,24.81848007,24.95775448,20.09835246,20.68487493,21.31994574,18.09748111,17.29077159,14.66357962,4.347411285
China,CHN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,42095300000,47053000000,53073618897,57900937467,68117272181,1.04E+11,1.24E+11,1.56E+11,1.72E+11,1.31E+11,2.44E+11,2.80E+11,2.41E+11,2.91E+11,2.68E+11,2.42E+11,1.75E+11,1.66E+11,2.35E+11,1.87E+11,2.53E+11
China,CHN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,3.439847253,3.472452356,3.562414183,3.438495377,3.432990151,4.49218509,4.444997439,4.335375002,3.675207175,2.525389843,3.935419967,3.650691902,2.780991382,2.985987083,2.511558837,2.149572847,1.525394703,1.324689717,1.663619923,1.285492268,1.687707563
China,CHN,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,6912000000,849000000,2249000000,7729000000,10923200000,20569000000,42861200000,18478120465,8464027991,29116669022,31357093656,5308427623,29902702074,32594970774,51915788940,14964496566,23416073023,36208879301,60667928466,44906049116,80334733544
China,CHN,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,6860839000,9125000000,13795373300,18482476807,24326334877,27734855515,31577630305,42645727446,52565200842,42645198000,49520727661,55570115033,51167130530,53161641671,41126698789,35938364730,30900091604,28167766815,27756822492,25907399207,36018569176
China,CHN,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,556211000,912000000,1679318428,3342737377,4626861352,,,,,,,,,,,,,6977480836,6196417436,4036530450,4161951877
China,CHN,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,758082000,1209000000,2353070422,4625331810,6641220179,3337061829,4319492609,6833129702,9136546900,9209489821,13636040942,16568371453,17065623287,17790105219,29910500593,33104675862,26883278894,28675983092,24305605211,18294313104,18876250770
China,CHN,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,0.061947208,0.089222683,0.157943091,0.27467918,0.334705762,0.143990851,0.154737416,0.189595557,0.195754634,0.177461278,0.220200211,0.215965795,0.196752167,0.182591382,0.280204297,0.293459972,0.234665,0.228720622,0.171798188,0.125646313,0.125871762
China,CHN,Control of Corruption: Estimate,CC.EST,-0.20854871,,-0.557897568,-0.39526549,-0.565061569,-0.617887735,-0.518887699,-0.599234641,-0.526307642,-0.519456625,-0.570009887,-0.514727592,-0.438275933,-0.355887651,-0.337719589,-0.29992187,-0.268094301,-0.291626126,-0.286848217,-0.312614381,-0.071028143
China,CHN,Control of Corruption: Number of Sources,CC.NO.SRC,7,,7,8,10,10,11,12,12,12,13,14,14,13,11,11,12,12,12,11,10
China,CHN,Control of Corruption: Percentile Rank,CC.PER.RNK,49.46808624,,35.97883606,43.91534424,33.49753571,32.19512177,37.07316971,32.52427292,36.40776825,36.84210587,33.80952454,36.96682358,41.23222733,45.0236969,45.67307663,47.1428566,47.1428566,46.19047546,45.23809433,43.80952454,52.8571434
China,CHN,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,40.42553329,,25.39682579,32.27513123,24.63054276,20.97560883,25.36585426,19.90291214,25.72815514,24.4019146,21.90476227,23.69668198,29.85782051,35.0710907,35.57692337,37.1428566,36.66666794,39.04761887,37.1428566,33.33333206,43.80952454
China,CHN,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,58.51063919,,46.03174591,53.43915176,43.84236526,42.92683029,46.341465,44.17475891,47.57281494,48.80382919,45.23809433,49.76303482,51.6587677,54.02843475,53.84615326,53.80952454,55.23809433,53.33333206,53.80952454,52.8571434,59.04761887
China,CHN,Control of Corruption: Standard Error,CC.STD.ERR,0.166502684,,0.158719242,0.154182002,0.147010848,0.142573789,0.139041871,0.147818327,0.140959486,0.137772098,0.137335002,0.141881883,0.13246806,0.131304398,0.128119171,0.127344579,0.133574009,0.122754022,0.128402382,0.138740569,0.140711337
China,CHN,S&P Global Equity Indices (annual % change),CM.MKT.INDX.ZG,-9.80355072,-19.47644043,-14.51000023,77.66999817,-2.109999895,13.31117719,80.71935783,66.60972068,-52.70443476,66.2637916,6.914682734,-21.67267361,17.17117476,7.264348074,3.026383373,-6.007182049,-2.024997777,46.0300246,-20.51548023,19.2613537,27.87223339
China,CHN,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,,,,5.13E+11,4.48E+11,4.02E+11,1.15E+12,4.48E+12,1.78E+12,3.57E+12,4.03E+12,3.41E+12,3.70E+12,3.95E+12,6.00E+12,8.19E+12,7.32E+12,8.71E+12,6.32E+12,8.57E+12,1.23E+13
China,CHN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,30.46367134,22.56430996,17.3395191,41.03369144,124.2729511,38.11124956,68.85247862,65.04316679,44.47622882,42.62761085,40.53261962,56.25489729,72.58358083,63.90295905,69.48136537,44.70585576,58.85586402,81.86467867
China,CHN,"Listed domestic companies, total",CM.MKT.LDOM.NO,1086,1154,1223,1285,1373,1377,1421,1530,1604,1700,2063,2342,2494,2489,2613,2827,3052,3485,3584,12730,12341
China,CHN,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,7.53E+11,4.63E+11,3.38E+11,3.88E+11,5.11E+11,3.92E+11,1.16E+12,6.31E+12,3.91E+12,7.83E+12,8.26E+12,6.67E+12,5.03E+12,7.70E+12,1.20E+13,3.93E+13,1.83E+13,1.72E+13,1.31E+13,1.82E+13,3.16E+13
China,CHN,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,61.49786103,34.15254638,22.70125372,23.0418123,25.77849103,16.93022719,41.51860161,174.9542282,83.66761952,150.8943117,133.3493069,86.9942154,57.9593439,78.98884203,112.0360858,348.6097177,159.6981526,137.3738695,92.38661743,125.3380159,210.6072701
China,CHN,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,75.6370171,114.2445352,97.63954289,101.1817366,140.7822271,219.5352304,219.1559618,205.0166274,195.5971037,135.9666722,194.8772193,199.1579244,480.287296,249.9072891,197.7132556,206.654399,212.9575667,257.262685
China,CHN,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,29430000.31,27860000.61,26409999.85,31829999.92,37540000.92,34750000,34549999.24,46810001.37,32110000.61,29530000.69,32270000.46,34560001.37,32659999.85,10689999.58,11960000.04,7501285.076,3787266.97,7614890.099,4342298.985,362475.0078,459876.0009
China,CHN,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,3710000.038,5849999.905,2589999.914,3750000,6619999.886,10000000,10970000.27,18069999.69,20479999.54,12930000.31,17180000.31,20909999.85,16144327.16,20245483.4,12230667.11,6836526.871,5527491.093,5730083.942,7095070.839,6237331.867,5729917.049
China,CHN,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,2859999.895,319999.9928,159999.9964,-2309999.943,-4590000.153,-1340000.033,-2549999.952,-3839999.914,-1519999.981,2049999.952,-3380000.114,-3509999.99,-2910000.086,-1990000.01,-3440000.057,-2692720.89,-1151859.999,-2808890.104,483004.0038,658333.0035,601131.9757
China,CHN,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,29200000.76,24319999.69,28739999.77,28440000.53,34909999.85,30030000.69,29600000.38,32900001.53,54340000.15,11050000.19,9020000.458,-1970000.029,-4080884.933,-2249293.089,-6764197.826,-10403833.39,-11539240.84,-12544048.31,-11380835.53,-12379156.11,-11740337.37
